Date,Open,High,Low,Close,Adj Close,Volume,volatility
2016-01-01,3.479520082473755,3.531019926071167,3.469249963760376,3.5089800357818604,3.5089800357818604,2791170,0.0015741570525726729
2016-01-02,3.51528000831604,3.5271201133728027,3.492189884185791,3.50216007232666,3.50216007232666,3020260,0.0005443617617498262
2016-01-03,3.503999948501587,3.50642991065979,3.450860023498535,3.483069896697998,3.483069896697998,2406150,0.0013851218831748043
2016-01-04,3.479099988937378,3.507230043411255,3.4761500358581543,3.495389938354492,3.495389938354492,3309740,0.0003810284532606261
2016-01-05,3.492000102996826,3.5081899166107178,3.453720092773437,3.469670057296753,3.469670057296753,2104650,0.001292219199177875
2016-01-06,3.467060089111328,3.467859983444214,3.444799900054932,3.4535601139068604,3.4535601139068604,2208860,0.00019575049542463696
2016-01-07,3.4500699043273926,3.611550092697144,3.442689895629883,3.604140043258667,3.604140043258667,4560680,0.00498264270830716
2016-01-08,3.5968000888824463,3.6414198875427246,3.53358006477356,3.568880081176758,3.568880081176758,3277990,0.0055270187018601384
2016-01-09,3.574350118637085,3.5855700969696045,3.543600082397461,3.560570001602173,3.560570001602173,2934720,0.0008091649090609395
2016-01-10,3.559159994125366,3.560189962387085,3.496819972991944,3.536720037460327,3.536720037460327,2462000,0.0018306107882675915
2016-01-11,3.5262699127197266,3.5692200660705566,3.5262699127197266,3.556619882583618,3.556619882583618,2931030,0.0005650933106011848
2016-01-12,3.553020000457764,3.556169986724853,3.493680000305176,3.493680000305176,3.493680000305176,4566050,0.0005763659817900563
2016-01-13,3.489979982376098,3.4921000003814697,3.432810068130493,3.476020097732544,3.476020097732544,6745630,0.0017024709094057516
2016-01-14,3.4709300994873047,3.480959892272949,3.4486799240112305,3.4659900665283203,3.4659900665283203,2044890,0.0005134861623791949
2016-01-15,3.4640400409698486,3.4644100666046143,2.9967799186706543,2.9967799186706543,2.9967799186706543,5117640,0.023971677269743683
2016-01-16,2.9657199382781982,3.107180118560791,2.9194600582122803,3.086940050125122,3.086940050125122,4170270,0.011911181710783297
2016-01-17,3.08732008934021,3.100219964981079,3.0247600078582764,3.0261900424957275,3.0261900424957275,1905660,0.0013901672349018097
2016-01-18,3.019550085067749,3.057270050048828,2.9776298999786377,3.048959970474243,3.048959970474243,2304070,0.0028520326705345836
