0,1,2,3
0.5,0.5,0.75,0.5
0.5,0.5,1.0,0.5
0.5,0.5,1.0,0.5
0.625,0.5,1.0,0.625
0.6875,0.5,1.0,0.8125
0.59375,0.5,1.0,0.78125
0.546875,0.5,1.0,0.765625
0.5234375,0.5,1.0,0.7578125
0.51171875,0.5,1.0,0.62890625
0.505859375,0.5,1.0,0.689453125
0.5029296875,0.5,1.0,0.8447265625
0.50146484375,0.5,1.0,0.92236328125
0.625732421875,0.5,1.0,0.961181640625
0.8128662109375,0.5,1.0,0.9805908203125
0.90643310546875,0.5,1.0,0.99029541015625
0.953216552734375,0.5,1.0,0.995147705078125
0.9766082763671875,0.5,1.0,0.9975738525390625
0.9883041381835938,0.5,1.0,0.9987869262695312
0.9941520690917969,0.5,1.0,0.9993934631347656
0.9970760345458984,0.5,0.75,0.7496967315673828
0.9985380172729492,0.625,0.625,0.4998483657836914
0.9992690086364746,0.6875,0.8125,0.3749241828918457
0.9996345043182373,0.4062503364654323,0.90625,0.3124873328555557
0.9998172521591187,0.07919018484065365,0.953125,0.045824414368006106
0.9999086260795593,0.051360017289137194,0.9765625,0.015657984489225396
0.9999543130397797,0.029004013630440695,0.98828125,0.008146044487609694
0.9999771565198898,0.009928893105234593,0.994140625,0.25398311652923855
0.9999885782599449,0.25493060492940367,0.9970703125,0.8525646877418812
0.7499942891299725,0.8178331622088593,0.99853515625,0.9244586375153507
0.3753476870532593,0.9244746849570445,0.999267578125,0.967690667213987
0.9295533126265529,0.9650209873596681,0.9996337890625,0.9828532627889066
0.9469824893476628,0.9840260915651265,0.99981689453125,0.9920823032326509
0.9771770613851591,0.9912207446486303,0.999908447265625,0.995974111968579
0.9621409886491443,0.9958589201496344,0.8749542236328125,0.9978245047899866
0.9839884233592723,0.9980763540899225,0.5630230936052697,0.9975531429598119
0.9898664935434375,0.999032839269616,0.656325954004165,0.971848080606349
0.7260269463742053,0.996558152141776,0.7544414292137274,0.9822541879832791
0.12808624410043323,0.9994527992274443,0.5393457701512538,0.9693884966884637
0.07562790098973737,0.9993873264317088,0.533494841330306,0.8869154800601227
0.047465214261482036,0.4127927664744137,0.3848452373936451,0.8116510271181194
0.018486666358660808,0.12497132006235084,0.07644139812836959,0.9986962137808337
0.011897323612672484,0.06248506899158657,0.03444324781136665,0.9998882705772386
0.005342630867374243,0.031243040386959853,0.016851687179273767,0.9999960037835188
0.25223787605782544,0.26562403332434986,0.13344798062002478,0.9999980709137761
0.6171419781557224,0.8697828976036137,0.3166195200470869,0.9999990320872874
0.6168136586510209,0.9276102551450688,0.15963438691807097,0.9999995291293884
0.8450769930692157,0.9653412329544423,0.4541399563654596,0.9999997603276333
0.6056247454784378,0.983857370514488,0.3513485723446488,0.9999996847212029
0.11438558685536915,0.9923397185457155,0.18158027119823184,0.9999999203391251
0.060626768271514364,0.9963022857282928,0.46205352401243266,0.9999998753642851
0.05486675364306687,0.9981686959304585,0.45952395302170856,0.9999999640797753
0.28236057583170093,0.9990843387712667,0.6157256742471441,0.9999999925054567
0.8643638986861432,0.9995414760619429,0.9273214483493744,0.9999999963329056
0.9397660756117956,0.9997640895252424,0.9558312778905055,0.9999999981664528
0.9701500763704346,0.9998554100910386,0.9819857700368564,0.9999999990832265
0.9806403285004239,0.9999361923293129,0.9906310845263563,0.7499999995416132
0.9859243837043599,0.9999704232164672,0.9946990548910849,0.6249888146434934
0.7225375627091785,0.9999852922147008,0.9977016698852774,0.1098602964825468
0.18509930768241417,0.9999923892854223,0.7486247248405439,0.04539571776796958
0.23099926475136,0.9999952285734494,0.3480923344804974,0.017763936811020398
0.11405534968597408,0.9999855932616333,0.21790174029780113,0.00834001834324749
0.1539072491943575,0.7495174791579472,0.14608756110757692,0.004815920706965127
0.20626771022444235,0.1458474466762688,0.19043055648772733,0.0020881215195266978
0.05806580367056147,0.3320417961100709,0.47576352955759527,0.0010154419039241636
0.10013365398244034,0.8529442347934284,0.2807605743192567,0.0005508839158225864
0.056084096393113625,0.678333598713212,0.17930959431393045,0.0004881120680889639
0.010259635547086643,0.2543160369422195,0.04294844418833488,0.0006256703443978662
0.0008038518952644402,0.17469844646376653,0.061839659631373056,0.00299774055097779
0.25091448329085,0.3421203154960525,0.3693659027682673,0.2506709007460359
0.6384132146547534,0.7875414613683969,0.6398145291765576,0.7316762448391807
0.9208944734396268,0.9120459268786246,0.770835568741056,0.3722576804725004
0.9684751398384761,0.9561843424012412,0.7244399756954205,0.08364818250929396
0.7343345447659695,0.7280775179766478,0.5662768180030595,0.035523365724363876
0.5956672666626794,0.7357837470402457,0.47270369159468906,0.15603030687137964
0.4421719652870808,0.9315689684573011,0.5151841498022186,0.31710308583073366
0.13130130510255072,0.9659500134770852,0.479441747176948,0.03906962257634283
0.21375459156956034,0.9828743332736002,0.48450725069759726,0.022329312768987475
